min_len_km,rank,ss_estimate,ss_lb,ss_ub,cms_estimate,exact_support,length_km,n_cells,subroute
20,68,426,88,426,1805.0,,21.446,60,8939220f027ffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e637ffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
20,69,422,84,422,2548.0,,20.004,56,8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e637ffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff
20,70,404,66,404,1313.0,,21.078,59,8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff
20,71,399,61,399,1615.0,,21.07,59,8939220f02bffff>8939220f02fffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff
20,72,399,61,399,1398.0,,20.34,57,8939220f02bffff>8939220f02fffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff
20,73,399,61,399,1509.0,,21.438,60,8939220f02bffff>8939220f02fffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
20,74,399,61,399,1401.0,,20.705,58,8939220f02bffff>8939220f02fffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff
20,75,397,59,397,1481.0,,20.705,58,8939220f397ffff>8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff
20,76,397,59,397,1636.0,,21.435,60,8939220f397ffff>8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff
20,77,397,59,397,1798.0,,21.803,61,8939220f397ffff>8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
20,78,397,59,397,1799.0,,20.337,57,8939220f397ffff>8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff
20,79,397,59,397,1572.0,,21.07,59,8939220f397ffff>8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff
20,80,395,57,395,1752.0,,20.342,57,8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e637ffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
20,81,386,48,386,1678.0,,20.001,56,8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
20,82,384,46,384,1279.0,,20.358,57,8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
20,83,383,45,383,1506.0,,20.726,58,8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff
20,84,383,45,383,1497.0,,21.459,60,8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
20,85,383,45,383,1398.0,,20.361,57,8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff
20,86,383,45,383,1430.0,,21.091,59,8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff
20,87,382,44,382,1948.0,,20.372,57,8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e637ffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff
20,88,381,43,381,1756.0,,20.358,57,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff
20,89,381,43,381,1386.0,,20.356,57,8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff
20,90,381,43,381,1967.0,,21.091,59,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
20,91,381,43,381,1620.0,,20.723,58,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff
20,92,381,43,381,1549.0,,20.723,58,8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
