bucket,bucket_trips,min_sup,rank,support,length_km,subroute
midday,506599,253,58,417,6.186,8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201907ffff>89392201903ffff>8939220191bffff>89392201957ffff
midday,506599,253,59,417,4.721,8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08fffff>8939220f083ffff>8939220f097ffff>8939220f083ffff>8939220f093ffff>8939220f467ffff>8939220f477ffff>8939220f473ffff
midday,506599,253,60,416,11.27,8939220f397ffff>8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff
midday,506599,253,61,416,4.393,8939220f41bffff>8939220f457ffff>8939220f447ffff>8939220f47bffff>8939220f6b7ffff>8939220f6a7ffff>8939220f0dbffff>8939220f637ffff>8939220f627ffff>8939220f623ffff>8939220f637ffff>8939220f627ffff>8939220f05bffff
midday,506599,253,62,415,7.983,8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a8bffff
midday,506599,253,63,415,3.619,8939220f083ffff>8939220f087ffff>8939220f08fffff>8939220f0bbffff>8939220f0a3ffff>8939220f0afffff>8939220f1dbffff>8939220f037ffff>8939220f027ffff>8939220f023ffff>8939220f02fffff
midday,506599,253,64,414,3.59,8939220f507ffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f41bffff
midday,506599,253,65,413,4.711,8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff>8939220e26bffff>8939220c4d3ffff
midday,506599,253,66,413,4.35,8939220f683ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff>8939220f067ffff
midday,506599,253,67,412,3.249,8939220f02fffff>8939220f027ffff>8939220f153ffff>8939220f15bffff>8939220f143ffff>8939220f147ffff>8939220f10bffff>8939220f10fffff>8939220f177ffff>8939220f12bffff
midday,506599,253,68,409,11.71,8939220f43bffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>8939220184fffff>89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
midday,506599,253,69,409,3.268,8939220f55bffff>8939220f543ffff>8939220f54fffff>8939220f57bffff>8939220f563ffff>8939220f56fffff>8939220f1d3ffff>8939220f1dbffff>8939220f037ffff>8939220f023ffff
midday,506599,253,70,408,4.39,8939220f6b3ffff>8939220f44fffff>8939220f447ffff>8939220f47bffff>8939220f6b7ffff>8939220f6a7ffff>8939220f0dbffff>8939220f637ffff>8939220f627ffff>8939220f623ffff>8939220f637ffff>8939220f627ffff>8939220f05bffff
midday,506599,253,71,406,6.183,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f537ffff
midday,506599,253,72,406,4.716,8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff>8939220e26bffff>8939220c4d3ffff>8939220e26fffff>8939220c49bffff>8939220c493ffff>8939220c483ffff>8939220c497ffff>8939220e34bffff>8939220e35bffff>8939220e343ffff
midday,506599,253,73,404,9.04,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff
midday,506599,253,74,404,5.088,8939220f03bffff>8939220f077ffff>8939220f02bffff>8939220f02fffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff
midday,506599,253,75,403,10.841,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
midday,506599,253,76,402,11.342,8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>89392201843ffff>89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
midday,506599,253,77,402,5.418,8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f407ffff>8939220f43bffff
midday,506599,253,78,402,5.078,8939220f067ffff>8939220f063ffff>8939220f073ffff>8939220f00bffff>8939220f057ffff>8939220f0cfffff>8939220f0c7ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46fffff>8939220f467ffff>8939220f477ffff>8939220f473ffff
midday,506599,253,79,400,9.748,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff
midday,506599,253,80,399,6.897,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f537ffff
midday,506599,253,81,399,5.118,8939220f543ffff>8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff
midday,506599,253,82,398,5.787,8939220f00fffff>8939220f00bffff>8939220f057ffff>8939220f0cfffff>8939220f0cbffff>8939220f0dbffff>8939220f6afffff>8939220f6abffff>8939220f617ffff>8939220f68fffff>8939220f613ffff>8939220f68bffff>8939220f6d7ffff>8939220f6d3ffff>8939220a96bffff>8939220abb7ffff>8939220a94fffff
midday,506599,253,83,397,3.265,8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f40fffff>8939220f403ffff>8939220f41bffff>8939220f4c7ffff>8939220f4c3ffff
midday,506599,253,84,396,10.487,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
midday,506599,253,85,396,4.002,8939220a943ffff>8939220a957ffff>8939220a9cfffff>8939220a9c3ffff>8939220a9d7ffff>8939220a9d3ffff>8939220ad6fffff>8939220ad67ffff>8939220ad77ffff>8939220ad2bffff>8939220ad2fffff>8939220a993ffff
midday,506599,253,86,396,3.251,8939220f553ffff>8939220f5cfffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff
midday,506599,253,87,395,11.294,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff
midday,506599,253,88,395,11.263,8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff>89392200373ffff
midday,506599,253,89,394,17.107,8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e637ffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff
midday,506599,253,90,394,3.278,8939220c4d3ffff>8939220e26fffff>8939220c49bffff>8939220c493ffff>8939220c483ffff>8939220c497ffff>8939220e34bffff>8939220e35bffff>8939220e34bffff>8939220e343ffff
midday,506599,253,91,393,4.382,8939220f007ffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08fffff>8939220f083ffff>8939220f097ffff>8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f417ffff
midday,506599,253,92,392,5.762,8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
midday,506599,253,93,392,3.289,8939220f143ffff>8939220f15bffff>8939220f14bffff>8939220f3b3ffff>8939220f3bbffff>8939220f317ffff>8939220f307ffff>8939220f33bffff>8939220f377ffff>8939220f363ffff
midday,506599,253,94,390,20.377,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
midday,506599,253,95,390,3.26,8939220f02fffff>8939220f393ffff>8939220f397ffff>8939220f14bffff>8939220f3b3ffff>8939220f3bbffff>8939220f38fffff>8939220f38bffff>8939220f313ffff>8939220f31bffff
midday,506599,253,96,389,5.077,8939220f167ffff>8939220f12bffff>8939220f177ffff>8939220f10fffff>8939220f10bffff>8939220f147ffff>8939220f157ffff>8939220f143ffff>8939220f153ffff>8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff
midday,506599,253,97,389,4.736,8939220f00fffff>8939220f007ffff>8939220f017ffff>8939220f0abffff>8939220f0bbffff>8939220f0b3ffff>8939220f087ffff>8939220f54bffff>8939220f55bffff>8939220f543ffff>8939220f553ffff>8939220f5cfffff>8939220f5c3ffff>8939220f5d7ffff
midday,506599,253,98,388,7.953,8939220f0d7ffff>8939220f0c3ffff>8939220f0d3ffff>8939220f6a7ffff>8939220f6b7ffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff
midday,506599,253,99,387,9.12,8939220f5c7ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4bffff>89392200a4fffff>89392200a43ffff>89392200a57ffff>89392200a1bffff>89392200ac7ffff
midday,506599,253,100,386,9.035,8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cfffff>8939220e01bffff>8939220e003ffff>8939220e007ffff>8939220e03bffff>8939220e033ffff>8939220e037ffff>8939220e1cbffff>8939220e1cfffff>8939220e157ffff>8939220e10bffff>8939220e103ffff>8939220e107ffff
evening_peak,314049,157,1,432,4.702,8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46fffff>8939220f467ffff>8939220f477ffff>8939220f473ffff>8939220f477ffff
evening_peak,314049,157,2,378,5.435,8939220f067ffff>8939220f063ffff>8939220f073ffff>8939220f00bffff>8939220f057ffff>8939220f0cfffff>8939220f0c7ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46fffff>8939220f467ffff>8939220f477ffff>8939220f473ffff>8939220f477ffff
evening_peak,314049,157,3,378,4.012,8939220f477ffff>8939220f473ffff>8939220f477ffff>8939220f43bffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a2fffff>89392201a23ffff
evening_peak,314049,157,4,367,3.99,8939220f6b3ffff>8939220f6bbffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff>8939220f067ffff
evening_peak,314049,157,5,367,3.273,8939220f067ffff>8939220f063ffff>8939220f073ffff>8939220f00bffff>8939220f057ffff>8939220f0cfffff>8939220f0c7ffff>8939220f013ffff>8939220f08bffff>8939220f083ffff
evening_peak,314049,157,6,345,6.136,8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46bffff>8939220f6b7ffff>8939220f6b3ffff>8939220f687ffff>8939220f683ffff>8939220f69bffff>8939220a96fffff>8939220a963ffff>8939220a973ffff
evening_peak,314049,157,7,345,3.628,8939220f00fffff>8939220f007ffff>8939220f017ffff>8939220f0abffff>8939220f0bbffff>8939220f0b3ffff>8939220f087ffff>8939220f54bffff>8939220f55bffff>8939220f543ffff>8939220f55bffff
evening_peak,314049,157,8,340,3.243,8939220f54fffff>8939220f57bffff>8939220f563ffff>8939220f56fffff>8939220f19bffff>8939220f18bffff>8939220f18fffff>8939220f1bbffff>8939220f1b3ffff>8939220f1b7ffff
evening_peak,314049,157,9,339,3.995,8939220f1cbffff>8939220f1cfffff>8939220f1c3ffff>8939220f1cbffff>8939220f1dbffff>8939220f0a7ffff>8939220f0a3ffff>8939220f0bbffff>8939220f087ffff>8939220f083ffff>8939220f097ffff>8939220f083ffff
evening_peak,314049,157,10,337,5.807,8939220f167ffff>8939220f12bffff>8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c68bffff>8939220c69bffff>8939220f16fffff>8939220c6d3ffff>8939220f3a7ffff>8939220f3a3ffff>8939220f3b3ffff>8939220f387ffff>8939220f397ffff>8939220f383ffff>8939220f393ffff>8939220f067ffff
evening_peak,314049,157,11,320,4.335,8939220a973ffff>8939220a977ffff>8939220a93bffff>8939220a92bffff>8939220a923ffff>8939220a927ffff>8939220f453ffff>8939220f457ffff>8939220f447ffff>8939220f473ffff>8939220f477ffff>8939220f467ffff>8939220f093ffff
evening_peak,314049,157,12,316,3.628,8939220f083ffff>8939220f08bffff>8939220f0c7ffff>8939220f013ffff>8939220f0c7ffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff>8939220f067ffff
evening_peak,314049,157,13,311,3.268,8939220f067ffff>8939220f063ffff>8939220f073ffff>8939220f00bffff>8939220f057ffff>8939220f0cfffff>8939220f0cbffff>8939220f0dbffff>8939220f6afffff>8939220f6a3ffff
evening_peak,314049,157,14,307,5.442,8939220f067ffff>8939220f393ffff>8939220f383ffff>8939220f397ffff>8939220f387ffff>8939220f3b3ffff>8939220f3a3ffff>8939220f3a7ffff>8939220c6d3ffff>8939220f16fffff>8939220c69bffff>8939220c68bffff>8939220c683ffff>8939220c69bffff>8939220f167ffff>8939220f12bffff
evening_peak,314049,157,15,304,4.705,8939220f067ffff>8939220f063ffff>8939220f073ffff>8939220f00bffff>8939220f057ffff>8939220f0cfffff>8939220f0c7ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46bffff>8939220f6b7ffff>8939220f6b3ffff
evening_peak,314049,157,16,299,4.705,8939220f397ffff>8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46bffff>8939220f6b7ffff>8939220f6b3ffff
evening_peak,314049,157,17,299,3.26,8939220f413ffff>8939220f41bffff>8939220f403ffff>8939220f40fffff>8939220f43bffff>8939220f423ffff>8939220f42bffff>8939220f42fffff>8939220f093ffff>8939220f083ffff
evening_peak,314049,157,18,298,3.292,8939220f457ffff>8939220f447ffff>8939220f47bffff>8939220f6b7ffff>8939220f6a7ffff>8939220f0dbffff>8939220f637ffff>8939220f627ffff>8939220f623ffff>8939220f62bffff
evening_peak,314049,157,19,294,4.71,8939220f02fffff>8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46fffff>8939220f467ffff>8939220f477ffff>8939220f473ffff
evening_peak,314049,157,20,292,3.638,8939220f397ffff>8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08fffff>8939220f083ffff>8939220f097ffff
evening_peak,314049,157,21,290,3.278,8939220f00fffff>8939220f007ffff>8939220f017ffff>8939220f0abffff>8939220f0bbffff>8939220f0b3ffff>8939220f087ffff>8939220f54bffff>8939220f0b3ffff>8939220f54fffff
evening_peak,314049,157,22,288,3.27,8939220f097ffff>8939220f083ffff>8939220f08fffff>8939220f013ffff>8939220f003ffff>8939220f00fffff>8939220f03bffff>8939220f077ffff>8939220f02bffff>8939220f02fffff
evening_peak,314049,157,23,288,3.265,8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f40fffff>8939220f403ffff>8939220f41bffff>8939220f4c7ffff>8939220f4c3ffff
evening_peak,314049,157,24,286,3.636,8939220f0c7ffff>8939220f0d7ffff>8939220f0c3ffff>8939220f0dbffff>8939220f6afffff>8939220f6a7ffff>8939220f0dbffff>8939220f637ffff>8939220f627ffff>8939220f623ffff>8939220f62bffff
evening_peak,314049,157,25,285,7.601,8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff
evening_peak,314049,157,26,285,4.719,8939220f167ffff>8939220f12bffff>8939220f177ffff>8939220f10fffff>8939220f10bffff>8939220f103ffff>8939220f117ffff>8939220f1bbffff>8939220f1b3ffff>8939220f1b7ffff>8939220e24fffff>8939220e27bffff>8939220e273ffff>8939220e20fffff
evening_peak,314049,157,27,282,3.621,8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff>8939220e273ffff>8939220e20fffff>8939220e207ffff>8939220e2abffff
evening_peak,314049,157,28,281,7.664,8939220f0d7ffff>8939220f0c3ffff>8939220f0dbffff>8939220f6afffff>8939220f6a7ffff>8939220f0dbffff>8939220f637ffff>8939220f627ffff>8939220f623ffff>8939220f637ffff>8939220f627ffff>8939220f05bffff>8939220f04bffff>8939220f2b3ffff>8939220f2a3ffff>8939220f2abffff>8939220f233ffff>8939220f23bffff>8939220f223ffff>8939220f22fffff>8939220f227ffff>8939220f237ffff
evening_peak,314049,157,29,277,7.311,89392201843ffff>8939220184fffff>89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
evening_peak,314049,157,30,275,6.218,8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff>89392200373ffff>8939220037bffff
evening_peak,314049,157,31,275,3.619,8939220f083ffff>8939220f087ffff>8939220f08fffff>8939220f0bbffff>8939220f0a3ffff>8939220f0afffff>8939220f1dbffff>8939220f037ffff>8939220f027ffff>8939220f023ffff>8939220f02fffff
evening_peak,314049,157,32,274,3.254,8939220f54fffff>8939220f57bffff>8939220f563ffff>8939220f56fffff>8939220f19bffff>8939220f18bffff>8939220f18fffff>8939220f113ffff>8939220f103ffff>8939220f107ffff
evening_peak,314049,157,33,272,6.585,8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a8bffff>89392201a9bffff>89392201e67ffff>89392201e77ffff>89392201e0fffff>89392201e73ffff>89392201e47ffff>89392201e43ffff>89392201e4bffff
evening_peak,314049,157,34,272,5.762,8939220f477ffff>8939220f473ffff>8939220f477ffff>8939220f43bffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff
evening_peak,314049,157,35,269,4.694,8939220f453ffff>8939220f457ffff>8939220f447ffff>8939220f473ffff>8939220f477ffff>8939220f467ffff>8939220f093ffff>8939220f083ffff>8939220f087ffff>8939220f08fffff>8939220f0bbffff>8939220f0a3ffff>8939220f0afffff>8939220f1dbffff
evening_peak,314049,157,36,269,3.62,8939220a957ffff>8939220a947ffff>8939220a973ffff>8939220a977ffff>8939220a93bffff>8939220a92bffff>8939220a923ffff>8939220a927ffff>8939220f453ffff>8939220f457ffff>8939220f447ffff
evening_peak,314049,157,37,268,5.037,8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f41bffff>8939220f457ffff>8939220f447ffff
